id,文章,問題,選項1,選項2,選項3,選項4,答案
11457,臺中市大肚區（28日）下午傳出工廠火警，消防隊到場疏散約10名工廠員工，其中5人受輕微嗆傷，起火原因還有待調查。記者陳怡伶報導#Tape28日下午1點左右，位於大肚區的一間印刷工廠傳出火警，臺中市政府消防局獲報，出動第四大隊、龍井、犁份等5個單位、13輛救災救護車、41名隊員前往搶救。第四大隊副大隊長盧士偉說==SO==總計4男1女的五名傷者經過治療並無大礙；消防隊員在30分鐘內就將火勢撲滅，初步研判是印刷機臺過熱，才會導致起火燃燒，燒毀面積約5平方米、財物損失約新臺幣2萬元，詳細的起火原因還有待火調科釐清。,下列何者單位沒有參與救援？,犁份,龍井,第三大隊,第四大隊,
11458,臺中市大肚區（28日）下午傳出工廠火警，消防隊到場疏散約10名工廠員工，其中5人受輕微嗆傷，起火原因還有待調查。記者陳怡伶報導#Tape28日下午1點左右，位於大肚區的一間印刷工廠傳出火警，臺中市政府消防局獲報，出動第四大隊、龍井、犁份等5個單位、13輛救災救護車、41名隊員前往搶救。第四大隊副大隊長盧士偉說==SO==總計4男1女的五名傷者經過治療並無大礙；消防隊員在30分鐘內就將火勢撲滅，初步研判是印刷機臺過熱，才會導致起火燃燒，燒毀面積約5平方米、財物損失約新臺幣2萬元，詳細的起火原因還有待火調科釐清。,請問本次火災造成多少人死亡？,0人,1人,2人,3人,
11459,臺中市大肚區（28日）下午傳出工廠火警，消防隊到場疏散約10名工廠員工，其中5人受輕微嗆傷，起火原因還有待調查。記者陳怡伶報導#Tape28日下午1點左右，位於大肚區的一間印刷工廠傳出火警，臺中市政府消防局獲報，出動第四大隊、龍井、犁份等5個單位、13輛救災救護車、41名隊員前往搶救。第四大隊副大隊長盧士偉說==SO==總計4男1女的五名傷者經過治療並無大礙；消防隊員在30分鐘內就將火勢撲滅，初步研判是印刷機臺過熱，才會導致起火燃燒，燒毀面積約5平方米、財物損失約新臺幣2萬元，詳細的起火原因還有待火調科釐清。,請問本次火災造成多少名男生受傷？,1名,2名,3名,4名,
11460,臺中市大肚區（28日）下午傳出工廠火警，消防隊到場疏散約10名工廠員工，其中5人受輕微嗆傷，起火原因還有待調查。記者陳怡伶報導#Tape28日下午1點左右，位於大肚區的一間印刷工廠傳出火警，臺中市政府消防局獲報，出動第四大隊、龍井、犁份等5個單位、13輛救災救護車、41名隊員前往搶救。第四大隊副大隊長盧士偉說==SO==總計4男1女的五名傷者經過治療並無大礙；消防隊員在30分鐘內就將火勢撲滅，初步研判是印刷機臺過熱，才會導致起火燃燒，燒毀面積約5平方米、財物損失約新臺幣2萬元，詳細的起火原因還有待火調科釐清。,請問消防員在幾分鐘內將火勢撲滅？,10分鐘,20分鐘,30分鐘,40分鐘,
11461,臺中市大肚區（28日）下午傳出工廠火警，消防隊到場疏散約10名工廠員工，其中5人受輕微嗆傷，起火原因還有待調查。記者陳怡伶報導#Tape28日下午1點左右，位於大肚區的一間印刷工廠傳出火警，臺中市政府消防局獲報，出動第四大隊、龍井、犁份等5個單位、13輛救災救護車、41名隊員前往搶救。第四大隊副大隊長盧士偉說==SO==總計4男1女的五名傷者經過治療並無大礙；消防隊員在30分鐘內就將火勢撲滅，初步研判是印刷機臺過熱，才會導致起火燃燒，燒毀面積約5平方米、財物損失約新臺幣2萬元，詳細的起火原因還有待火調科釐清。,下列何者可能是本案起火原因？,機器過熱,電線走火,蓄意縱火,機器爆炸,
11462,臺中市大肚區（28日）下午傳出工廠火警，消防隊到場疏散約10名工廠員工，其中5人受輕微嗆傷，起火原因還有待調查。記者陳怡伶報導#Tape28日下午1點左右，位於大肚區的一間印刷工廠傳出火警，臺中市政府消防局獲報，出動第四大隊、龍井、犁份等5個單位、13輛救災救護車、41名隊員前往搶救。第四大隊副大隊長盧士偉說==SO==總計4男1女的五名傷者經過治療並無大礙；消防隊員在30分鐘內就將火勢撲滅，初步研判是印刷機臺過熱，才會導致起火燃燒，燒毀面積約5平方米、財物損失約新臺幣2萬元，詳細的起火原因還有待火調科釐清。,這次火災造成多少元的財物損失？,新台幣1萬元,新台幣2萬元,美金1萬元,美金2萬元,
11463,臺中市大肚區（28日）下午傳出工廠火警，消防隊到場疏散約10名工廠員工，其中5人受輕微嗆傷，起火原因還有待調查。記者陳怡伶報導#Tape28日下午1點左右，位於大肚區的一間印刷工廠傳出火警，臺中市政府消防局獲報，出動第四大隊、龍井、犁份等5個單位、13輛救災救護車、41名隊員前往搶救。第四大隊副大隊長盧士偉說==SO==總計4男1女的五名傷者經過治療並無大礙；消防隊員在30分鐘內就將火勢撲滅，初步研判是印刷機臺過熱，才會導致起火燃燒，燒毀面積約5平方米、財物損失約新臺幣2萬元，詳細的起火原因還有待火調科釐清。,本火災發生於何處？,大甲區,逢甲區,中西區,大肚區,
11464,高雄市楠梓區27日晚上發生凶殺案，張姓男子酒後拿水果刀刺傷林姓男子，犯案後騎車到派出所投案，供稱酒後起衝突，一時衝動而犯案，林姓男子身中多刀，送醫之後情況穩定。記者徐郡秀報導警方表示，52歲張姓男子有槍砲、公共危險等前科，跟林姓男子是多年酒友，平日經常在住家附近共同友人開設的汽車修護場飲酒聊天，27日晚間酒過三巡後，林姓男子跟張姓男子發生衝突，張姓男子拿出水果刀刺傷林姓男子，高雄市警局楠梓分局楠梓派出所蔡世聰所長說——嫌犯騎車到派出所投案，滿身酒氣，警方釐清案情後，依公共危險及殺人罪嫌移送偵辦，至於被害人林姓男子送醫急救後恢復意識，轉送義大醫院開刀治療。,請問本案被害人被送往哪間醫院開刀？,長庚醫院,義大醫院,馬偕醫院,中興醫院,
11465,高雄市楠梓區27日晚上發生凶殺案，張姓男子酒後拿水果刀刺傷林姓男子，犯案後騎車到派出所投案，供稱酒後起衝突，一時衝動而犯案，林姓男子身中多刀，送醫之後情況穩定。記者徐郡秀報導警方表示，52歲張姓男子有槍砲、公共危險等前科，跟林姓男子是多年酒友，平日經常在住家附近共同友人開設的汽車修護場飲酒聊天，27日晚間酒過三巡後，林姓男子跟張姓男子發生衝突，張姓男子拿出水果刀刺傷林姓男子，高雄市警局楠梓分局楠梓派出所蔡世聰所長說——嫌犯騎車到派出所投案，滿身酒氣，警方釐清案情後，依公共危險及殺人罪嫌移送偵辦，至於被害人林姓男子送醫急救後恢復意識，轉送義大醫院開刀治療。,請問被害人是誰？,林姓男子,張姓男子,蔡姓男子,徐姓男子,
11466,高雄市楠梓區27日晚上發生凶殺案，張姓男子酒後拿水果刀刺傷林姓男子，犯案後騎車到派出所投案，供稱酒後起衝突，一時衝動而犯案，林姓男子身中多刀，送醫之後情況穩定。記者徐郡秀報導警方表示，52歲張姓男子有槍砲、公共危險等前科，跟林姓男子是多年酒友，平日經常在住家附近共同友人開設的汽車修護場飲酒聊天，27日晚間酒過三巡後，林姓男子跟張姓男子發生衝突，張姓男子拿出水果刀刺傷林姓男子，高雄市警局楠梓分局楠梓派出所蔡世聰所長說——嫌犯騎車到派出所投案，滿身酒氣，警方釐清案情後，依公共危險及殺人罪嫌移送偵辦，至於被害人林姓男子送醫急救後恢復意識，轉送義大醫院開刀治療。,請問蔡世聰身份為何？,被害人,加害人,記者,派出所所長,
11467,高雄市楠梓區27日晚上發生凶殺案，張姓男子酒後拿水果刀刺傷林姓男子，犯案後騎車到派出所投案，供稱酒後起衝突，一時衝動而犯案，林姓男子身中多刀，送醫之後情況穩定。記者徐郡秀報導警方表示，52歲張姓男子有槍砲、公共危險等前科，跟林姓男子是多年酒友，平日經常在住家附近共同友人開設的汽車修護場飲酒聊天，27日晚間酒過三巡後，林姓男子跟張姓男子發生衝突，張姓男子拿出水果刀刺傷林姓男子，高雄市警局楠梓分局楠梓派出所蔡世聰所長說——嫌犯騎車到派出所投案，滿身酒氣，警方釐清案情後，依公共危險及殺人罪嫌移送偵辦，至於被害人林姓男子送醫急救後恢復意識，轉送義大醫院開刀治療。,請問本案兇器為何？,改造手槍,水果刀,開山刀,瑞士刀,
11468,高雄市楠梓區27日晚上發生凶殺案，張姓男子酒後拿水果刀刺傷林姓男子，犯案後騎車到派出所投案，供稱酒後起衝突，一時衝動而犯案，林姓男子身中多刀，送醫之後情況穩定。記者徐郡秀報導警方表示，52歲張姓男子有槍砲、公共危險等前科，跟林姓男子是多年酒友，平日經常在住家附近共同友人開設的汽車修護場飲酒聊天，27日晚間酒過三巡後，林姓男子跟張姓男子發生衝突，張姓男子拿出水果刀刺傷林姓男子，高雄市警局楠梓分局楠梓派出所蔡世聰所長說——嫌犯騎車到派出所投案，滿身酒氣，警方釐清案情後，依公共危險及殺人罪嫌移送偵辦，至於被害人林姓男子送醫急救後恢復意識，轉送義大醫院開刀治療。,本案由哪間派出所處理？,新莊派出所,鹽埕派出所,楠梓派出所,小港派出所,
11469,高雄市楠梓區27日晚上發生凶殺案，張姓男子酒後拿水果刀刺傷林姓男子，犯案後騎車到派出所投案，供稱酒後起衝突，一時衝動而犯案，林姓男子身中多刀，送醫之後情況穩定。記者徐郡秀報導警方表示，52歲張姓男子有槍砲、公共危險等前科，跟林姓男子是多年酒友，平日經常在住家附近共同友人開設的汽車修護場飲酒聊天，27日晚間酒過三巡後，林姓男子跟張姓男子發生衝突，張姓男子拿出水果刀刺傷林姓男子，高雄市警局楠梓分局楠梓派出所蔡世聰所長說——嫌犯騎車到派出所投案，滿身酒氣，警方釐清案情後，依公共危險及殺人罪嫌移送偵辦，至於被害人林姓男子送醫急救後恢復意識，轉送義大醫院開刀治療。,請問張姓男子幾歲？,51歲,52歲,53歲,54歲,
11470,台南市永康區的維冠金龍大樓在2016年2月6日的地震中倒塌，造成115人死亡，建商林明輝等五人在一審被依業務過失致死罪判刑五年，併科罰金9萬元。二審台南高分院今天宣判，維持同樣刑度。記者魏晶妮台南報導１０５年２月６號凌晨地震，台南維冠金龍大樓倒塌，造成１１５人死亡。五名被告一審被依業務過失致死罪各判處有期徒刑5年、併科罰金9萬元，台南高分院２８號下午二審宣判，庭長沈揚仁說———。部份受害者家屬到場聆聽判決，只表示能上訴一定會再上訴。受災戶組成的維冠權益促進會也發出聲明表示，不論判決結果如何，最親愛的家人再也回不來，希望這些失去的生命能讓政府有所省思，修正建築法規，讓建商與營造商有所警惕，別再有第二棟維冠出現。,請問維冠金龍大樓為何倒塌？,颱風吹倒,地震倒塌,地層下陷,原因不明,
